#"Time (ps)","Total Energy (kJ/mole)","Temperature (K)"
47.99999999997883,4322774.345341734,329.57745264636463
48.9999999999765,4322983.831908125,332.55661617732636
49.99999999997417,4323221.294672954,333.48361174657794
50.99999999997184,4323515.003292269,331.05959773117746
51.99999999996951,4323341.367473397,334.5962285476161
52.99999999996718,4322669.567140134,329.7899039297527
53.99999999996485,4322484.078053345,331.492519271569
54.99999999996252,4322872.871159415,327.0431232027807
55.99999999996019,4323116.3741216175,333.4973261957355
56.99999999995786,4323173.251080501,336.8181335055946
57.99999999995553,4323226.1774541885,330.9728751176296
58.9999999999532,4322498.065517583,333.02967104408754
59.999999999950866,4322815.784501466,333.67405826607654
60.999999999948535,4323003.165817562,326.9706365497401
61.999999999946205,4323367.830434074,334.2717791882696
62.999999999943874,4323369.592957824,333.8685529682602
63.999999999941544,4323445.495116043,333.56874121049526
64.99999999994631,4323849.498515228,338.54916396492166
65.99999999995109,4323213.453439805,329.43907048866845
66.99999999995586,4323420.249008755,330.7196832236304
67.99999999996064,4322968.373224061,335.8159864021538
68.99999999996541,4323910.055009413,336.92998786188946
69.99999999997019,4323274.101890585,334.97400580225604
70.99999999997496,4323479.704444529,335.4136329773723
71.99999999997974,4323758.886751509,337.89343393054855
72.99999999998451,4322942.714101858,328.5974963935707
73.99999999998929,4323135.474267174,332.8824036290318
74.99999999999406,4323481.634054916,335.76212754656433
75.99999999999883,4322990.270914782,333.0005180009532
77.00000000000361,4322708.765637375,326.9655522404933
78.00000000000838,4322561.088146356,325.4704538429436
79.00000000001316,4322609.937588494,328.04766613102356
80.00000000001793,4323300.869490281,329.41259380593806
81.00000000002271,4322987.453381993,329.858336401442
82.00000000002748,4322643.987370274,327.7814925627557
83.00000000003226,4322597.982261493,330.44313561312384
84.00000000003703,4323178.074606767,335.7041995302231
85.00000000004181,4322029.429578274,327.67276538820727
86.00000000004658,4322464.770950868,329.39228428290164
87.00000000005136,4323159.579927817,331.48619056187675
88.00000000005613,4323102.594124246,335.6218646763111
89.00000000006091,4323359.265687474,337.7203776320535
90.00000000006568,4323204.507979994,333.44185414846385
91.00000000007046,4322214.929024571,323.16881815767834
92.00000000007523,4322186.055987111,327.21698962177857
93.00000000008001,4322503.249163943,330.7196851953035
94.00000000008478,4323258.8764353255,333.3131323677088
95.00000000008956,4323408.6606541,332.14787878902473
96.00000000009433,4323030.522759916,330.69775114596183
97.0000000000991,4323503.708215179,339.26331100863473
98.00000000010388,4323217.274836151,332.54318602512404
99.00000000010866,4323433.720795895,333.4191478852727
100.00000000011343,4323081.3803044185,336.6419046030811
101.0000000001182,4322462.547233835,328.5064409775741
102.00000000012298,4322615.923877331,329.06389592340435
103.00000000012776,4322668.790221164,330.35811290669653
104.00000000013253,4323524.106493596,337.2419156939909
105.0000000001373,4323541.851852764,339.0555026076914
106.00000000014208,4323571.490849358,336.783064631144
107.00000000014685,4322615.7335715275,331.11969616528506
108.00000000015163,4322652.673142364,327.18036293536636
109.0000000001564,4323021.798558299,332.24491874314685
110.00000000016118,4323137.085121568,333.89386350807496
111.00000000016595,4324123.3475103,340.9866150238996
112.00000000017073,4322995.377238273,329.15859124621517
113.0000000001755,4323792.613050708,335.89526371117495
114.00000000018028,4323511.029200866,336.34522766681664
115.00000000018505,4323469.76261877,332.70819645161384
116.00000000018983,4323844.497746797,338.79055015039745
117.0000000001946,4322996.164467795,330.0007738061776
118.00000000019938,4322865.876355956,335.70168074378694
119.00000000020415,4323032.518526561,331.8157417536952
120.00000000020893,4322830.941608235,330.448971636418
121.0000000002137,4322799.649791013,328.49503892173004
122.00000000021848,4323851.572889884,338.9058502963215
123.00000000022325,4323649.431761082,338.7770067486829
124.00000000022803,4323523.069662033,337.565426520027
125.0000000002328,4323836.50476026,334.7377283331493
126.00000000023758,4323800.947357313,334.705236401049
127.00000000024235,4323263.972136043,331.719864485473
128.00000000024713,4322723.5707835965,333.76027831930696
129.0000000002519,4323894.391700389,336.59758171473374
130.00000000025668,4324213.593821475,337.7880718405055
131.00000000026145,4323420.650176603,332.88463856711525
132.00000000026623,4323034.926273708,330.36619398602403
133.000000000271,4322924.075476168,327.51580590426255
134.00000000027578,4323903.051080402,339.4963580269153
135.00000000028055,4323547.017154151,332.49544448773685
136.00000000028533,4323758.390679904,335.35882638248887
137.0000000002901,4323180.648071045,335.7051328975498
138.00000000029488,4323375.67114656,335.2226341762651
139.00000000029965,4323371.772942813,330.71363478207223
140.00000000030442,4323314.549148193,336.7583952209129
141.0000000003092,4323602.807946329,338.1084185553947
142.00000000031397,4322771.828520794,331.29877319929744
143.00000000031875,4322722.882578941,332.9002963003371
144.00000000032352,4323230.912954955,331.4904216882877
145.0000000003283,4322588.062789173,324.2059792118878
146.00000000033307,4323275.167039638,332.4973487903405
147.00000000033785,4323050.109862587,334.0784010677656
148.00000000034262,4323409.590264549,335.647225738498
149.0000000003474,4323027.330050542,329.6217260457305
150.00000000035217,4322809.424181308,327.67269681948625
151.00000000035695,4322935.315157833,328.3192692165727
152.00000000036172,4323153.752359513,336.2146598844378
153.0000000003665,4323399.175884556,334.6382620765365
154.00000000037127,4322707.009064423,329.1539135790756
155.00000000037605,4323102.718626247,332.05967997862626
156.00000000038082,4323666.80490848,338.68645973060745
157.0000000003856,4323620.033095613,335.4305135557304
158.00000000039037,4323262.0472546695,337.08234993650257
159.00000000039515,4323846.518892945,331.8919767081285
160.00000000039992,4323239.724539334,330.61137941411437
161.0000000004047,4322239.175547971,323.86437547028726
162.00000000040947,4322654.753696137,329.89391453242285
163.00000000041425,4323331.621443345,334.87261382170675
164.00000000041902,4323135.009397167,336.34497605983097
165.0000000004238,4322700.594838231,326.72833880537064
166.00000000042857,4322715.513549652,330.0496765833144
167.00000000043335,4322536.163592876,332.8657514466551
168.00000000043812,4322842.604345364,329.22500190273115
169.0000000004429,4322750.668689895,332.92934145412687
170.00000000044767,4322725.10391299,330.4955014011319
171.00000000045245,4322676.413461398,328.4920363421671
172.00000000045722,4323209.332625253,331.4322283707828
173.000000000462,4322982.160131535,330.9726550324588
174.00000000046677,4322719.5991064655,330.66695850788716
175.00000000047154,4323352.585681505,331.842005060445
176.00000000047632,4323132.879600621,333.92936750393636
177.0000000004811,4323198.490359546,328.24526486358513
178.00000000048587,4322971.311261327,334.169895198227
179.00000000049064,4322845.971064299,330.7542670751906
180.00000000049542,4323415.7699712925,334.72839280264105
181.0000000005002,4322605.925292392,326.76429986677994
182.00000000050497,4322365.842725779,333.74467578342757
183.00000000050974,4323424.44913373,340.1620779100208
184.00000000051452,4323531.667320543,333.30412302899987
185.0000000005193,4323270.627583763,332.69377577518867
186.00000000052407,4323188.799053513,331.1459382170137
187.00000000052884,4322937.552192097,331.32067252923304
188.00000000053362,4323065.99570584,331.6185235415836
189.0000000005384,4323377.19851603,332.046719427405
190.00000000054317,4323033.301591913,331.6922876139561
191.00000000054794,4322497.362945493,331.2420378421874
192.00000000055272,4322847.936991248,334.05714715389655
193.0000000005575,4323347.721665919,333.863835686077
194.00000000056227,4323000.965858331,333.7780028134468
195.00000000056704,4323076.370470138,336.87047055656944
196.00000000057182,4323458.024892173,335.20171843209545
197.0000000005766,4323290.961151731,334.60377126048473
198.00000000058137,4323355.615290247,331.14360349554516
199.00000000058614,4323163.9141646465,333.95521674144294
200.00000000059092,4323312.297691736,334.16972279590055
201.0000000005957,4323227.278634734,328.3188051887938
202.00000000060047,4322507.058032998,331.7654234852832
203.00000000060524,4322951.407516924,332.6782747650979
204.00000000061002,4323508.488265418,334.5787056414014
205.0000000006148,4323470.895482453,335.85438434587934
206.00000000061956,4323626.178377407,336.9188502084952
207.00000000062434,4323415.396294712,332.33509583857
208.00000000062911,4323264.350588818,331.61032729761536
209.0000000006339,4322464.138222741,330.49593730822954
210.00000000063866,4322896.418070254,335.8102036503149
211.00000000064344,4322889.28276413,331.52053023214955
212.0000000006482,4323138.278938202,330.6819483290022
213.000000000653,4323409.390474081,333.4213036550966
214.00000000065776,4323800.811432349,336.0947124335509
215.00000000066254,4323358.876702008,332.563537810797
216.0000000006673,4323650.19338268,340.73690835141207
217.0000000006721,4322948.213292553,332.091374838575
218.00000000067686,4323029.793459707,332.7657610118867
219.00000000068164,4323074.599923409,334.48483638735814
220.0000000006864,4323734.837520265,339.5635225092662
221.0000000006912,4322987.133377663,332.24282011491385
222.00000000069596,4323192.210165765,335.8901450378728
223.00000000070074,4323203.270120806,332.4224281422172
224.0000000007055,4323745.9451333275,338.4150827210754
225.0000000007103,4323826.304031099,339.6202697523708
226.00000000071506,4323254.432482896,330.2265173249694
227.00000000071984,4323354.889459728,337.45514411645996
228.0000000007246,4323584.648064267,330.3817168960574
229.0000000007294,4323976.932372264,342.7092274631909
230.00000000073416,4323566.585785094,334.884865831756
231.00000000073894,4323254.157430129,331.5888156319597
232.0000000007437,4322807.8654058315,332.6713872166043
233.00000000074849,4322780.143777543,326.86871613086197
234.00000000075326,4323072.054524991,335.0559868444745
235.00000000075804,4323178.414052946,336.87737680327035
236.0000000007628,4322878.142402878,328.43777233046967
237.00000000076759,4323274.587496941,337.737171287315
238.00000000077236,4323343.456861842,338.5931024312801
239.00000000077713,4323454.764981929,333.6611052194733
240.0000000007819,4323099.521524778,331.4536859235486
241.00000000078668,4323241.510855744,339.7563004939352
242.00000000079146,4322842.7768813465,330.9487282448035
243.00000000079623,4322485.1835912345,330.13441979456564
244.000000000801,4322649.025850122,334.9666871794126
245.00000000080578,4322903.904759633,332.2335629864783
246.00000000081056,4323460.190036801,333.01854801704746
247.00000000081533,4322968.818829896,334.3415095311573
248.0000000008201,4323510.488780066,337.35476558697155
249.00000000082488,4323636.556159316,339.92839425196894
250.00000000082966,4323999.074777385,339.8396954460449
251.00000000083443,4323454.887518259,334.7044761428749
252.0000000008392,4322760.228439525,327.3081159877247
253.00000000084398,4323078.423021986,335.8801443368656
254.00000000084876,4323114.437809855,334.5971221758206
255.00000000085353,4323303.512877703,336.0909192818665
256.0000000008583,4322820.102088838,329.9555136037052
257.00000000083463,4323320.4472707175,328.0350840942353
258.000000000811,4323122.572560198,332.5469686239996
259.00000000078734,4323318.158632871,332.75134298028553
260.0000000007637,4323620.143250071,338.8876866511361
261.00000000074004,4322948.069361112,329.62476649846366
262.0000000007164,4322649.131751325,330.7880712366777
263.00000000069275,4322873.636118014,332.668474103448
264.0000000006691,4322869.113895633,327.50358897557555
265.00000000064546,4322768.43226739,334.23495783589277
266.0000000006218,4322746.52663193,331.0408366878574
267.00000000059816,4323283.2825013865,332.708449061253
268.0000000005745,4323523.522433001,329.22396120207026
269.00000000055087,4323555.281710632,335.19227627352143
270.0000000005272,4323659.295894984,335.427499909893
271.0000000005036,4323654.549447172,337.1776656667379
272.00000000047993,4322841.198501639,332.37069801745605
273.0000000004563,4323020.4210879225,332.43705123688517
274.00000000043264,4323402.929397664,338.0019686763756
275.000000000409,4323115.964767181,332.1390375109903
276.00000000038534,4323676.328764424,337.10498410686154
277.0000000003617,4323131.614090489,332.0710568965256
278.00000000033805,4323392.77266648,332.6257412838144
279.0000000003144,4323468.474839931,332.3551513343775
280.00000000029075,4322960.183616006,332.300631120197
281.0000000002671,4323127.078586269,334.6878460966146
282.00000000024346,4323464.93843746,335.6707068675968
283.0000000002198,4323512.514200483,335.2841654181091
284.00000000019617,4323304.470440103,336.058617485247
285.0000000001725,4323255.806619439,337.68913504992145
286.0000000001489,4323137.623754445,336.88004107128836
287.0000000001252,4323123.449873871,332.1642583905762
288.0000000001016,4322853.917646036,332.51323780703757
289.00000000007793,4322759.8802190395,336.4957954442841
290.0000000000543,4322827.830353706,336.11401040520997
291.00000000003064,4323349.025394851,334.3631915241031
292.000000000007,4323127.084051889,330.90816318717617
292.99999999998334,4324057.863386447,340.4786147344447
293.9999999999597,4323858.7272847975,339.5176542874375
294.99999999993605,4323345.88119496,337.06118256472354
295.9999999999124,4323131.453339019,335.01658612189436
296.99999999988876,4322628.778253573,328.8015922429783
297.9999999998651,4322384.524160799,331.1487982163029
298.99999999984146,4323237.794817482,336.53917808794523
299.9999999998178,4323304.442088604,333.73323314316235
300.99999999979417,4323350.170952765,339.9933779580577
301.9999999997705,4322837.495783027,328.5375499172857
302.9999999997469,4322758.442964762,328.2065475607462
303.99999999972323,4323485.318279211,330.9746643065816
304.9999999996996,4322548.9613448735,331.4275112350223
305.99999999967594,4323201.880140477,336.0257075991993
306.9999999996523,4323185.720719186,332.23757726836214
307.99999999962864,4323550.874927358,331.3628880465884
308.999999999605,4323539.738286609,336.1128406881465
309.99999999958135,4322888.438879131,329.19113702119466
310.9999999995577,4322718.851722381,327.0492287792561
311.99999999953405,4323068.185945255,333.539403080364
312.9999999995104,4323146.261196614,332.85428645710505
313.99999999948676,4323250.73323949,331.6914191930022
314.9999999994631,4322852.176129332,335.77536715402914
315.99999999943947,4322945.097497773,329.10421692954225
316.9999999994158,4323463.644454731,334.1423658122652
317.9999999993922,4323483.821301875,334.3860086124819
318.9999999993685,4323207.5870663645,334.8340619106984
319.9999999993449,4323232.832510388,336.6476499024993
320.99999999932123,4323662.889208887,335.4286854676808
321.9999999992976,4323840.088149405,340.60852085822535
322.99999999927394,4323686.059502163,335.8628207494488
323.9999999992503,4323197.528274139,331.8984484216277
324.99999999922665,4323704.94304685,335.39760685690254
325.999999999203,4322830.140084518,331.42342960617475
326.99999999917935,4322950.400614778,325.55065406934534
327.9999999991557,4323302.158270218,333.5581090425219
328.99999999913206,4322988.231602179,339.0158596682481
329.9999999991084,4322951.9284650395,334.9082771724514
330.99999999908476,4322601.30722542,328.70031993240354
331.9999999990611,4323295.829586621,337.2638076768848
332.99999999903747,4322932.192824592,330.78249465061765
333.9999999990138,4322721.12413223,334.224690438336
334.9999999989902,4322123.215611134,325.87863488666676
335.99999999896653,4322398.965409134,328.3465882666928
336.9999999989429,4322453.88263245,332.73513133124766
337.99999999891924,4323743.243620796,340.08958908339736
338.9999999988956,4323402.968307023,336.4206843070065
339.99999999887194,4322905.275945241,333.6421869340161
340.9999999988483,4322720.058769399,330.8951369219605
341.99999999882465,4322829.25226898,333.7308214753677
342.999999998801,4323033.755921852,330.9675195282569
343.99999999877735,4322450.34057165,329.01836984585645
344.9999999987537,4322046.724100312,325.503943769541
345.99999999873006,4322491.034815948,330.7614295680395
346.9999999987064,4322520.773790755,326.8513103803415
347.99999999868277,4322538.568881034,326.8042393173919
348.9999999986591,4322904.752006966,332.89228485191353
349.9999999986355,4323716.230316017,338.87608777840825
350.9999999986118,4322953.934565268,332.1005386444219
351.9999999985882,4323125.408171418,331.2743750646131
352.99999999856453,4323370.511736086,332.3111524271488
353.9999999985409,4323311.771041295,333.3308509061669
354.99999999851724,4323352.779923375,332.0350486618667
355.9999999984936,4323317.678579847,330.94747931935274
356.99999999846995,4324347.276718202,336.6787036847794
357.9999999984463,4324013.662831199,338.6020718072089
358.99999999842265,4323593.80275122,330.83471147358244
359.999999998399,4323048.407707637,332.4622913395325
360.99999999837536,4323293.044183577,334.9923302067152
361.9999999983517,4323521.809533206,336.89510644963553
362.99999999832806,4323520.05177489,336.0596508477812
363.9999999983044,4323535.604037944,335.83162395397346
364.99999999828077,4323709.669395353,335.97220987221067
365.9999999982571,4323552.309152021,336.7680511074907
366.9999999982335,4323082.6343239015,329.61923932898435
367.99999999820983,4322708.700301251,325.83397269913644
368.9999999981862,4323172.79336591,331.62865785258424
369.99999999816254,4323513.8059045235,339.5694733546503
370.9999999981389,4323176.288329748,330.5931322996386
371.99999999811524,4323835.075902358,339.2425723927603
372.9999999980916,4323593.065964555,334.0714908161126
373.99999999806795,4323214.96679848,333.35874811080424
374.9999999980443,4322693.14835674,328.6220711983925
375.99999999802066,4322164.692283032,328.2795929363582
376.999999997997,4323016.265418082,330.6881290801473
377.99999999797336,4322982.61177393,330.66076692369205
378.9999999979497,4323458.05160576,330.1073328126906
379.99999999792607,4323670.781591399,334.2584535897276
380.9999999979024,4324008.257049092,332.51119741486025
381.9999999978788,4323967.072971318,337.17796454218785
382.9999999978551,4323791.074747575,338.79788097408937
383.9999999978315,4324193.287613134,342.5549276922133
384.99999999780783,4323962.523846359,337.29168585638587
385.9999999977842,4323170.402146306,331.42675911427574
386.99999999776054,4323483.193334441,332.34522226810816
387.9999999977369,4322627.2358393995,332.4855178448225
388.99999999771325,4322373.74474723,329.42371398916697
389.9999999976896,4322676.598118392,328.3609793943605
390.99999999766595,4322711.681693363,328.78130786581426
391.9999999976423,4322797.146820524,330.54051421820606
392.99999999761866,4322600.677634068,328.5271552939252
393.999999997595,4323389.837985355,336.26021543974815
394.99999999757136,4322624.0957545675,324.98775860878897
395.9999999975477,4322368.064133321,324.0344781154761
396.99999999752407,4321921.422340812,324.77592205474593
397.9999999975004,4323491.078650894,333.5825075748611
398.9999999974768,4323270.411165755,335.6513028043535
399.99999999745313,4323246.522989418,331.23136615833266
400.9999999974295,4323434.431757092,332.9517413108633
401.99999999740584,4323406.760061352,336.6721395336982
402.9999999973822,4322935.448524428,329.58511611260343
403.99999999735854,4323073.522916643,334.39492266313516
404.9999999973349,4323671.406908435,337.59512135223576
405.99999999731125,4323746.689932232,335.902593019736
406.9999999972876,4323485.895266955,336.07671998152586
407.99999999726396,4323252.323550363,334.4368573793082
408.9999999972403,4323661.96423364,332.8632185776066
409.99999999721666,4323025.833090628,331.8705585055433
410.999999997193,4323544.394341509,333.9549648874893
411.99999999716937,4323659.308485087,335.63094066645607
412.9999999971457,4324044.753764168,334.22633741858436
413.9999999971221,4323488.703846302,338.2341464585274
414.9999999970984,4322701.235908099,330.28754508195476
415.9999999970748,4322763.742044214,335.37599553350265
416.99999999705113,4322976.449433694,332.1388426982702
417.9999999970275,4322719.138120933,330.6166339889807
418.99999999700384,4323130.378269547,330.17500834199166
419.9999999969802,4323132.787805773,332.8800346276341
420.99999999695655,4323169.75233556,328.81396800324734
421.9999999969329,4323132.1039071595,331.53096289532556
422.99999999690925,4323383.258557886,337.57417897623026
423.9999999968856,4322829.281584478,329.7036931064253
424.99999999686196,4323458.696226579,333.4633034055994
425.9999999968383,4323495.507675946,335.54453604683806
426.99999999681467,4323028.20523264,333.4570653030909
427.999999996791,4323518.576256091,332.63595092992745
428.9999999967674,4323150.485244485,331.1483037825966
429.9999999967437,4323525.28271002,335.73225359228746
430.9999999967201,4322609.248608908,329.68421657527955
431.99999999669643,4322590.8268111935,331.0891181550931
432.9999999966728,4322679.9800580125,329.32506322507396
433.99999999664914,4322650.300962222,332.6006906827869
434.9999999966255,4323160.71701838,332.8219625456382
435.99999999660184,4322539.560959261,335.04336354228093
436.9999999965782,4323000.072426125,329.6311579645697
437.99999999655455,4323218.811366061,330.7649431510208
438.9999999965309,4323120.400941726,333.1038103991119
439.99999999650726,4323890.928713557,337.8494993857528
440.9999999964836,4323168.327413221,333.31250953942293
441.99999999645996,4322843.082263355,329.45341224822295
442.9999999964363,4323943.931937509,338.34503729299985
443.99999999641267,4323579.549300949,338.4862839504529
444.999999996389,4323753.16739028,337.46502776295415
445.9999999963654,4324280.802821382,341.76740781888736
446.9999999963417,4323593.732237769,332.9492064079146
447.9999999963181,4323352.5346784005,329.90383695106374
448.99999999629443,4322891.92135176,335.4672089942408
449.9999999962708,4323158.430403967,334.7177260578669
450.99999999624714,4322621.062580577,327.6871602390273
451.9999999962235,4323250.242972187,331.86941354624855
452.99999999619985,4323055.435673874,332.39276887741426
453.9999999961762,4323787.211297246,335.7376988143844
454.99999999615255,4323952.640266179,338.27145381964584
455.9999999961289,4323783.73934777,329.5951635626429
456.99999999610526,4323331.413975661,331.4523195066477
457.9999999960816,4322397.548728283,330.6218507758478
458.99999999605797,4323463.645173881,330.24192462447195
459.9999999960343,4323143.009305184,336.4148526657278
460.9999999960107,4323011.076573149,334.15420842329684
461.999999995987,4323559.536223656,336.2627340672472
462.9999999959634,4323346.204485758,336.1251162965695
463.99999999593973,4323664.733570341,336.1953635921914
464.9999999959161,4323338.653558779,333.6978047325346
465.99999999589244,4322933.4321892485,326.2943006447403
466.9999999958688,4322805.058011261,330.5520909420044
467.99999999584514,4323338.033536791,338.47973114107714
468.9999999958215,4322938.050865778,327.0327013311728
469.99999999579785,4322797.060762492,331.7082854390112
470.9999999957742,4323345.036132153,338.1748429172733
471.99999999575056,4322744.71813043,329.70923944453364
472.9999999957269,4322677.624670291,333.9261286013686
473.99999999570326,4322806.140829616,330.42609265417326
474.9999999956796,4322897.40181919,329.9466166428733
475.99999999565597,4323116.340465516,333.0966895208927
476.9999999956323,4323052.693332128,332.1673515398849
477.9999999956087,4323036.569811992,328.0684036120429
478.99999999558503,4322937.502641626,333.3592034997579
479.9999999955614,4323116.879440759,334.8822442166901
480.99999999553773,4323574.0269194925,337.2345521760696
481.9999999955141,4323306.177343121,332.67535039544197
482.99999999549044,4323027.305094943,331.43823112178194
483.9999999954668,4323237.648322623,336.4356764641114
484.99999999544315,4323520.3959458405,335.1810225876288
485.9999999954195,4322734.89547349,329.7877228964709
486.99999999539585,4322968.466687282,333.36509922298615
487.9999999953722,4323254.745391391,332.54281192798214
488.99999999534856,4322730.967080002,334.3878607308625
489.9999999953249,4322589.6436070325,328.26626945543063
490.99999999530127,4323179.081085196,331.9118244386636
491.9999999952776,4323275.058974494,334.8781726767954
492.999999995254,4322635.859961109,328.2944283446103
493.9999999952303,4323370.217080373,331.7420340902926
494.9999999952067,4322897.381848331,326.1221428869812
495.99999999518303,4322983.513479684,331.7775624831179
496.9999999951594,4322697.563578504,329.1164910334466
497.99999999513574,4322739.691795742,327.4219958758935
498.9999999951121,4323056.023339037,329.37643331231646
499.99999999508844,4323180.370056533,332.03619380814007
500.9999999950648,4323215.02136338,332.49549796620835
501.99999999504115,4323025.007690305,333.43549794299497
502.9999999950175,4322972.24338735,335.5729408718282
503.99999999499386,4322960.568813431,329.46594641618213
504.9999999949702,4323297.795603613,333.69960941925115
505.99999999494656,4322460.788107077,328.8525376319037
506.9999999949229,4323421.407640719,334.01230657924435
507.99999999489927,4323202.036518403,335.9260539892221
508.9999999948756,4323419.065806637,336.2758149704151
509.999999994852,4323373.249043267,329.5635241196272
510.99999999482833,4323379.894593629,336.76278412242647
511.9999999948047,4323000.452928677,335.4294950308019
512.9999999947811,4322934.4854346225,331.9169617183084
513.9999999947574,4323673.692495375,334.2192064705469
514.9999999947338,4323653.715439225,330.6430264215644
515.9999999947102,4322988.316464638,331.457433149194
516.9999999946865,4323335.635763632,332.04592215505346
517.9999999946629,4323009.815626353,330.4791336551062
518.9999999946392,4323124.59804086,335.8633103855202
519.9999999946156,4322465.450876888,324.4840684589131
520.9999999945919,4323360.231454,342.859135385629
521.9999999945683,4323060.721406821,329.45518007290286
522.9999999945446,4322801.762969753,329.9257949789603
523.999999994521,4323318.2138865525,332.631347006855
524.9999999944973,4323293.93928289,336.6871216022186
525.9999999944737,4323560.653962433,329.892647410738
526.99999999445,4323105.332104028,332.91236006396707
527.9999999944264,4323150.463615697,330.95745323900525
528.9999999944027,4323113.530011939,335.4685895272444
529.9999999943791,4323449.813001196,335.97403439161377
530.9999999943554,4322569.229584472,330.08418394127773
531.9999999943318,4322712.8612145735,334.2848753059734
532.9999999943082,4323655.249847239,339.8101570924843
533.9999999942845,4323738.64843766,340.2217828010303
534.9999999942609,4323415.074123528,331.0287350210596
535.9999999942372,4322848.074456705,326.3723384593841
536.9999999942136,4322999.787347417,330.6629975936183
537.9999999941899,4323220.8053258825,330.8283916598416
538.9999999941663,4322545.299914424,326.81987965806667
539.9999999941426,4323007.959298963,333.24430737980794
540.999999994119,4323382.277717337,334.6967285917303
541.9999999940953,4323376.668004068,333.11990848941286
542.9999999940717,4322711.749469306,324.7356105638769
543.999999994048,4323227.122302511,330.819713813809
544.9999999940244,4323430.303460224,329.93266193737793
545.9999999940007,4323891.425718732,339.5201754004892
546.9999999939771,4323633.23732948,335.56015885637464
547.9999999939535,4323722.334331786,334.799088280473
548.9999999939298,4322801.390072905,329.73048155714656
549.9999999939062,4323012.552128268,331.4604272673837
550.9999999938825,4323219.254318029,332.3904647423484
551.9999999938589,4323492.623790422,333.5830810748278
552.9999999938352,4323213.829319275,330.4793076243632
553.9999999938116,4322974.524955055,330.25310228819814
554.9999999937879,4323378.347133737,337.98821845914927
555.9999999937643,4323541.348771555,335.36464645977674
556.9999999937406,4323401.159533814,335.7624512572244
557.999999993717,4323289.78988112,332.54972969717136
558.9999999936933,4323623.37268695,336.4893472237466
559.9999999936697,4324706.366178474,345.21128130151357
560.999999993646,4323945.068316467,340.24617495711345
561.9999999936224,4323655.571305391,334.31930714509525
562.9999999935987,4323629.453785946,334.2987564797951
563.9999999935751,4323697.311356468,334.87502667741336
564.9999999935515,4323288.227972822,329.2202200708034
565.9999999935278,4323294.921738823,333.0405493776822
566.9999999935042,4323098.901234608,332.3605687000307
567.9999999934805,4322982.201838772,327.4094184231635
568.9999999934569,4322436.569491761,328.830702538527
569.9999999934332,4322911.147722862,332.1794771217947
570.9999999934096,4323220.123744503,326.1442737648039
571.9999999933859,4323314.455559721,332.3422013284339
572.9999999933623,4323465.88960398,334.8696682909975
573.9999999933386,4324057.253242911,342.56084354177233
574.999999993315,4323487.276111504,337.89838076871524
575.9999999932913,4323108.270272988,335.0650804585067
576.9999999932677,4324180.760543965,340.1660343926043
577.999999993244,4323516.5102836685,338.62554378304674
578.9999999932204,4323160.378094546,332.98282215033134
579.9999999931968,4323425.731316798,339.11114391685453
580.9999999931731,4323205.482800179,336.2112351196433
